"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed"
"Weiner G.",1440.67078755023,30,1439.54348722423,25,1491.79041435334,5,1500,0,1500,0,"USA","R"
"Burgsmuller L.",1411.38146185468,171,1426.55262681221,101,1453.85835111149,23,1412.88555466253,47,1500,0,"GER","R"
"Armando H.",1443.58862719853,43,1500.60295706757,5,1500,0,1426.36225329009,38,1500,0,"USA","R"
"Hadad M.",1498.67200082109,4,1500,0,1500,0,1499.52093108602,4,1500,0,"COL","R"
"Hirigoyen I.",1483.17511031279,4,1490.38869377903,1,1500,0,1488.46732497884,3,1500,0,"ARG","R"
"Nalbandian D.",1739.2541092802,493,1736.70235220763,262,1622.92395943556,42,1712.17492279505,189,1500,0,"ARG","R"
"Simoni A.",1428.29913186723,30,1455.54085655518,15,1470.790888526,5,1491.02179588228,10,1500,0,"RUS","U"
"Tobon M.",1498.75573125405,2,1500,0,1500,0,1500.03943420325,2,1500,0,"COL","R"
"Mahut N.",1567.23291382429,267,1528.69709933731,148,1608.33316055941,81,1432.85384380056,38,1500,0,"FRA","R"
"Lopez F.",1757.06368021186,642,1686.65538377914,374,1706.63170012345,84,1583.75438235362,184,1500,0,"ESP","U"
"Acasuso J.",1596.6117285611,347,1515.98182839921,106,1421.68697712604,8,1627.55566714012,233,1500,0,"ARG","R"
"Tursunov D.",1620.03746468111,393,1607.45224406114,262,1564.50494363133,62,1516.48692620119,69,1500,0,"RUS","R"
"Saretta F.",1506.20083892511,141,1483.68005839164,40,1500.37963076847,12,1535.65240364365,89,1500,0,"BRA","R"
"Montanes A.",1573.88270029096,503,1424.4648378952,117,1467.77969696851,18,1599.39195545779,368,1500,0,"ESP","R"
"Thomann N.",1473.68737229748,28,1508.53318364941,18,1490.41625544456,3,1453.10114276817,7,1500,0,"FRA","R"
"Gross O.",1454.62872294801,12,1489.99400526063,1,1489.60213505369,1,1469.354745406,10,1500,0,"GER","R"
"Blake J.",1573.39464894558,544,1592.21509280821,409,1524.25737616842,56,1540.71400430575,79,1500,0,"RSA","U"
"Santopadre V.",1493.22126809181,3,1500,0,1500,0,1492.88558722154,3,1500,0,"ITA","L"
"Traykov I.",1499.95322662241,2,1500,0,1500,0,1499.4230480009,2,1500,0,"BUL","R"
"Andersen J.F.",1477.0347268938,8,1489.83456346429,1,1500,0,1481.37854502699,7,1500,0,"DEN","U"
"Ondruska M.",1452.86536337529,8,1454.04211206791,5,1489.7,1,1505.75076750754,2,1500,0,"RSA","R"
"Elseneer G.",1438.84538684413,35,1448.24408919279,10,1482.42660361659,20,1493.06296084923,5,1500,0,"BEL","R"
"Allegro Y.",1458.23828369688,13,1477.13554626772,2,1477.37822871581,10,1493.24541917844,1,1500,0,"SUI","R"
"Carlsen K.",1492.99452997946,176,1514.82483640174,126,1482.94389394567,32,1410.70755040343,18,1500,0,"DEN","L"
"Settergren J.",1484.40861869731,6,1479.10313131225,2,1500,0,1503.12479851262,4,1500,0,"SWE","R"
"Mutis O.",1466.32368314504,59,1439.45526761942,15,1489.57866184978,5,1512.60234744407,39,1500,0,"FRA","R"
"Lopez M.",1475.4165138392,52,1496.90230337784,3,1494.04917971518,3,1478.37284108389,46,1500,0,"ESP","U"
"Wassen R.",1471.11491893516,8,1499.58734148778,2,1490.3097211501,1,1477.61059466775,5,1500,0,"NED","R"
"Horna L.",1510.65349130423,246,1455.55772703804,81,1443.4008053511,6,1566.54445645728,159,1500,0,"PER","R"
"Serrano O.",1484.7415872295,8,1500,0,1500,0,1486.38857285426,8,1500,0,"ESP","R"
"Kutsenko V.",1470.32608612229,10,1467.19021908211,8,1500,0,1501.8251949424,2,1500,0,"RUS","R"
"Marach O.",1453.67002658861,42,1471.27815748796,11,1489.30719241413,1,1477.28602345729,30,1500,0,"AUT","R"
"Peya A.",1389.87816917492,58,1457.54404904661,21,1429.34864571406,15,1438.53734896467,22,1500,0,"AUT","R"
"Trifu G.",1463.60402820495,8,1500,0,1480.00475371392,2,1484.06753809825,6,1500,0,"ROU","R"
"Vacek J.",1442.04589546978,88,1378.42575144335,44,1513.02308822477,29,1453.48464540575,15,1500,0,"CZE","R"
"Ginepri R.",1537.6591395776,358,1506.41254938025,266,1482.88262865842,50,1501.45506130655,42,1500,0,"USA","R"
"Cuadrado C.",1506.95517029529,8,1500,0,1500,0,1507.61777118133,8,1500,0,"ESP","R"
"Labadze I.",1485.27872857282,113,1443.26840485802,49,1480.82343541835,14,1458.78068650771,50,1500,0,"GEO","L"
"Behr N.",1493.69175845998,9,1495.39465571765,9,1500,0,1500,0,1500,0,"ISR","L"
"Okun N.",1429.21570619952,58,1433.16201785214,47,1451.45328962108,7,1501.52971453977,4,1500,0,"ISR","R"
"Joyce M.",1499.57914643988,6,1499.63922941397,6,1500,0,1500,0,1500,0,"USA","U"
"Kim A.",1417.2325604562,32,1431.96979441995,25,1490.23596158882,3,1462.62994343283,4,1500,0,"KAZ","R"
"Brasington J.",1455.08317377068,10,1466.21831721043,6,1488.91146859123,1,1490.09200799528,3,1500,0,"USA","R"
"Ramirez Hidalgo R.",1485.43458112646,16,1500,0,1500,0,1482.20218597775,16,1500,0,"ESP","R"
"Mello R.",1447.75206119573,135,1444.80477620956,77,1441.83953725277,9,1475.36655945187,49,1500,0,"BRA","L"
"Ogorodov O.",1479.46173387773,12,1476.94134801348,9,1500,0,1498.85112633935,3,1500,0,"UZB","R"
"Tebbutt M.",1489.19097473771,3,1489.89239443735,3,1500,0,1500,0,1500,0,"AUS","L"
"Terachi T.",1470.04821583057,11,1473.61175874427,11,1500,0,1500,0,1500,0,"JPN","R"
"Fukarek O.",1412.15734105972,14,1431.38114191289,9,1490.14897048784,3,1480.13793970666,2,1500,0,"CZE","R"
"Kondo H.",1479.79635091357,4,1477.73475690352,4,1500,0,1500,0,1500,0,"JPN","R"
"Udomchoke D.",1359.24856779979,69,1368.79255415045,49,1453.54645405192,16,1469.0659708119,4,1500,0,"THA","R"
"Melzer J.",1603.23013703293,584,1587.27335497819,307,1575.90760363899,68,1575.6734191229,209,1500,0,"AUT","L"
"Nieminen J.",1600.96738277975,634,1578.2387818619,407,1487.15379682754,51,1557.12815482019,176,1500,0,"FIN","L"
"Soderling R.",1942.99042004901,420,1877.13661828457,257,1616.64190103774,43,1801.5400167657,120,1500,0,"SWE","R"
"Galvani S.",1432.27496725641,49,1451.46193039402,16,1488.76158767511,7,1440.75781861991,26,1500,0,"ITA","R"
"Karlovic I.",1679.54026985799,452,1643.04314540848,281,1623.27788180282,74,1587.76154707989,97,1500,0,"CRO","R"
"Knowle J.",1401.71966029457,39,1431.65779148739,16,1467.86670684983,12,1439.28444922791,11,1500,0,"AUT","L"
"Stepanek R.",1663.9378662192,553,1616.59926955704,338,1640.31963927446,65,1593.65278274808,150,1500,0,"CZE","R"
"Nielsen M.",1445.54263703158,9,1443.64887983588,9,1500,0,1500,0,1500,0,"USA","U"
"Bachelot J.F",1487.33769680315,6,1506.16334747987,2,1481.87937059382,2,1499.76182085058,2,1500,0,"FRA","R"
"Carraz G.",1487.46719227829,71,1489.14902632433,52,1484.93148813115,15,1475.17152718738,4,1500,0,"FRA","R"
"Gicquel M.",1484.4476756909,184,1525.20633198823,99,1471.44308746304,26,1489.24408892004,59,1500,0,"FRA","R"
"Silva J.",1446.93828171869,11,1478.36664844547,2,1500,0,1455.94478322757,9,1500,0,"BRA","R"
"Morrison J.",1455.07716644766,85,1462.07481061563,65,1471.38618119393,16,1485.2748426837,4,1500,0,"USA",""
"El Aarej M.",1454.67786017357,7,1500,0,1500,0,1455.50701910207,7,1500,0,"MAR","R"
"Gasquet R.",1779.34392387075,565,1775.44808705282,340,1650.89920340162,67,1724.20070589606,158,1500,0,"FRA","R"
"Krajan Z.",1408.44465975295,33,1457.53156623387,8,1489.45061104801,1,1434.86081041335,24,1500,0,"CRO","R"
"Perez D.",1455.78792476888,7,1500,0,1500,0,1452.58136749902,7,1500,0,"ESP","R"
"Nadal-Parera R.",1498.29846814677,2,1500,0,1500,0,1500.63405852525,2,1500,0,"ESP","L"
"Galimberti G.",1443.77549941497,18,1460.943084164,6,1500,0,1472.84134123669,12,1500,0,"ITA","R"
"de Chaunac S.",1453.08973227151,20,1452.48793767666,16,1500,0,1484.30087503674,4,1500,0,"FRA","R"
"Hadad A.",1500.2937977674,6,1502.70718952116,4,1500,0,1500.56116315066,2,1500,0,"ISR","R"
"Ancic M.",1747.15824450792,273,1706.33848800148,168,1683.65179711854,50,1621.05409502207,55,1500,0,"SLO","U"
"Beck K.",1412.04025793769,155,1429.1152328826,102,1471.59308975672,31,1381.0694580433,22,1500,0,"LTU","U"
"Waske A.",1445.64371452681,85,1420.30785136352,29,1446.8947178387,15,1459.18235522389,41,1500,0,"GER","R"
"Fraile G.",1443.54337265217,9,1493.59850411928,1,1500,0,1448.87595601323,8,1500,0,"ESP","R"
"Blake T.",1475.97688399249,8,1485.98405377836,5,1499.87234481625,2,1489.7,1,1500,0,"USA","R"
"Vahaly B.",1405.67865242698,64,1427.06597942165,47,1468.25993321135,10,1455.89927351659,7,1500,0,"USA","R"
"Verkerk M.",1492.35039714018,105,1457.33057488532,42,1474.96113252632,9,1537.00103737157,54,1500,0,"NED","R"
"Ferrer D.",1874.97950982824,831,1819.75822503516,410,1657.89472929115,53,1914.1175721459,368,1500,0,"ESP","R"
"Hanescu V.",1547.6783861313,395,1445.69209522999,136,1467.37535809148,32,1604.0871470998,227,1500,0,"ROU","R"
"Radic M.",1484.02126538361,6,1500,0,1500,0,1481.83509803469,6,1500,0,"CRO","R"
"Schiessling T.",1486.67231749114,4,1500,0,1500,0,1488.22153118037,4,1500,0,"AUT","R"
"Bogomolov Jr.A.",1486.35226101224,4,1484.18253248399,4,1500,0,1500,0,1500,0,"RUS","R"
"Verdasco F.",1694.7412407894,645,1626.17359152299,315,1614.23877183223,62,1700.34539551565,268,1500,0,"ESP","L"
"Dancevic F.",1475.84549325577,126,1465.01865368897,85,1489.02035380694,37,1460.79393224522,4,1500,0,"CAN","R"
"Norman D.",1415.83680729983,51,1447.33740302074,16,1474.79405052174,19,1428.2916428366,16,1500,0,"BEL","L"
"Giner J.",1492.76003242612,5,1500,0,1500,0,1495.36416466207,5,1500,0,"ESP","R"
"Washington M.",1471.14948730458,5,1471.82451878266,5,1500,0,1500,0,1500,0,"USA","R"
"Johansson J.",1651.88618228934,113,1666.95026793646,88,1512.95581292762,12,1429.10172248908,13,1500,0,"SWE","U"
"Vliegen K.",1467.44038114673,183,1467.83908438119,84,1457.26919187006,27,1501.92394885953,72,1500,0,"BEL","R"
"Lisnard J.R.",1426.85359675247,87,1458.65871260935,46,1473.10426382487,5,1430.93963139754,36,1500,0,"MON","R"
"Van Lottum J.",1498.0372097305,3,1497.81046290642,3,1500,0,1500,0,1500,0,"NED","R"
"Hantschek M.",1503.15751509612,2,1502.11669723654,2,1500,0,1500,0,1500,0,"GER","R"
"Luczak P.",1432.95034144472,114,1443.38258014262,53,1512.10847168628,8,1408.76283577785,53,1500,0,"AUS","R"
"Crabb J.",1452.11473899677,8,1449.97098712984,8,1500,0,1500,0,1500,0,"AUS","R"
"Larkham T.",1478.75443074298,7,1499.14089230719,4,1490.81424241645,1,1481.8697047192,2,1500,0,"AUS","R"
"Sirianni J.",1482.75695658155,20,1490.35880683142,15,1470.48342108156,5,1500,0,1500,0,"AUS","R"
"Cadart R.",1482.9290318367,6,1504.51520338485,4,1488.35248449562,1,1489.16852096094,1,1500,0,"FRA","L"
"Gambill J. M.",1497.81641198711,4,1496.56634504069,4,1500,0,1500,0,1500,0,"USA","R"
"Fleishman Z.",1457.60057742735,24,1450.01094637677,21,1491.09086704599,3,1500,0,1500,0,"USA","R"
"Daniel M.",1385.04476607718,83,1369.50174626376,22,1460.21290390204,7,1460.92717270234,54,1500,0,"NZL","U"
"Gamonal H.",1473.79489903826,7,1487.97207033603,1,1500,0,1484.92195796662,6,1500,0,"CHI","R"
"Massa E.",1468.5404874828,24,1494.00314117294,5,1489.38108277231,1,1473.0816602796,18,1500,0,"ARG","R"
"Melo D.",1478.78370081863,5,1487.41931993702,1,1500,0,1489.1383222344,4,1500,0,"BRA","L"
"Marin J.A",1506.26985624463,2,1500,0,1500,0,1503.25850953774,2,1500,0,"COL","U"
"Miranda I.",1469.84051002999,19,1464.35746007163,9,1508.59060738879,3,1492.98757289399,7,1500,0,"PER","R"
"Abel M.",1467.25263313916,9,1477.55805968461,5,1492.1949210387,1,1491.26651524291,3,1500,0,"ARG","U"
"Kendrick R.",1433.6490524263,112,1465.578319174,82,1431.22096189979,18,1441.67173707389,12,1500,0,"USA","R"
"Di Pasquale A.",1475.35141031533,5,1470.3463656968,5,1500,0,1500,0,1500,0,"FRA","R"
"Lapentti G.",1437.21197630917,27,1469.87236801603,17,1487.790252034,3,1456.08022463616,7,1500,0,"ECU","R"
"Prodon E.",1379.12119216449,20,1472.91311683316,3,1500,0,1389.34842929053,17,1500,0,"FRA","R"
"Mota B.",1493.38377361467,3,1500,0,1500,0,1489.46756147232,3,1500,0,"POR","R"
"Volandri F.",1378.95287978806,364,1290.4938042506,63,1427.59925149867,13,1432.20423266664,288,1500,0,"ITA","R"
"Benneteau J.",1712.00906608669,459,1698.50995221494,296,1524.15205064371,61,1516.83362610197,102,1500,0,"FRA","R"
"Nadal R.",2095.69776514158,802,2014.89348052675,411,1722.45707483011,68,2175.83636245319,323,1500,0,"ESP","L"
"Srichaphan N.",1500.30571560377,2,1500,0,1500,0,1501.44236651077,2,1500,0,"THA","R"
"Cermak F.",1472.20699777352,24,1469.21899681791,3,1501.82214649744,2,1502.08894633632,19,1500,0,"CZE","R"
"Schuettler P.",1511.05914763486,3,1500,0,1500,0,1511.75476555468,3,1500,0,"GER","U"
"Kohlschreiber P.",1733.70523584113,522,1675.31845383149,280,1640.07155941561,68,1678.33780105649,174,1500,0,"GER","R"
"Varlet J.",1456.66262501472,8,1462.97292014984,4,1500,0,1484.2967633769,4,1500,0,"FRA","R"
"de Voest R.",1506.83696010803,27,1497.87854887693,22,1494.98549282366,5,1500,0,1500,0,"RSA","R"
"Bogdanovic A.",1422.8366598865,37,1476.01085203431,5,1412.16320669049,32,1500,0,1500,0,"GBR","L"
"Reid T.",1504.49258351337,35,1493.53346789271,26,1486.09765772598,8,1489.34845546393,1,1500,0,"AUT","U"
"Zimonjic N.",1472.01570609054,12,1471.16666880002,3,1504.3718603008,4,1477.89162237791,5,1500,0,"SRB","R"
"Baccanello P.",1466.76045889461,9,1466.26271768213,7,1499.41968316851,2,1500,0,1500,0,"AUS","R"
"Niemeyer F.",1464.62642353753,20,1448.00069315054,17,1490.8115446013,3,1500,0,1500,0,"CAN","R"
"Moodie W.",1545.14974863728,103,1534.35077788991,77,1493.65594148099,21,1470.78552144592,5,1500,0,"RSA","R"
"Rehnquist B.",1463.35202920075,13,1447.84139760814,7,1500,0,1505.68005350306,6,1500,0,"SWE","R"
"Vemic D.",1489.93651163435,21,1480.50377098249,5,1500.97992796713,6,1507.20682892311,10,1500,0,"SRB","R"
"Guccione C.",1492.89475719677,88,1521.0040107128,64,1446.85592007997,16,1464.60819799192,8,1500,0,"AUS","L"
"Hernandez O.",1427.71895759998,186,1357.22243662171,33,1431.27228092007,10,1494.39854140165,143,1500,0,"ESP","U"
"Wawrinka S.",1869.00321584656,493,1814.47515348778,259,1576.14399710695,38,1812.85282007801,196,1500,0,"SUI","R"
"Ram R.",1450.24690152959,102,1401.31153680379,76,1510.08949733101,24,1482.25095950889,2,1500,0,"ESP","U"
"Delic A.",1485.91462323937,75,1495.78268669613,60,1474.72370682491,8,1465.05912295584,7,1500,0,"BIH","R"
"Amritraj P.",1469.51150106668,35,1410.60515890279,22,1532.93826288212,13,1500,0,1500,0,"IND","R"
"Bogomolov Jr. A.",1479.54948536993,9,1475.2967062743,9,1500,0,1500,0,1500,0,"RUS","R"
"Tipsarevic J.",1635.09889294089,398,1651.29858853471,253,1574.20692330881,56,1602.48354595982,89,1500,0,"SRB","R"
"Mergea F.",1501.73316514665,4,1500,0,1500.02200759947,2,1500.23595187417,2,1500,0,"ROU","R"
"Tuksar S.",1461.44947401734,7,1488.48712064387,1,1500,0,1471.33062130447,6,1500,0,"CRO","R"
"Youzhny A.",1514.92461723775,5,1506.12005487459,5,1500,0,1500,0,1500,0,"RUS","R"
"Berdych T.",1881.80306340567,653,1856.462348618,421,1679.58922370022,68,1756.10985363591,164,1500,0,"CZE","R"
"Andreev I.",1530.7797985918,403,1524.68476209349,171,1497.84251282483,33,1542.6063836709,199,1500,0,"MKD","R"
"Moldovan I.",1462.52051311436,6,1500,0,1500,0,1464.40075394027,6,1500,0,"ROU","R"
"Ascione T.",1387.40839587621,65,1428.65237772851,32,1464.68747081252,4,1436.89535290959,29,1500,0,"FRA","R"
"Bogomolov A.",1507.2743331509,155,1510.91860524057,122,1479.76296766429,23,1430.03506893396,10,1500,0,"RUS","R"
"Veronelli D.",1492.99129979004,5,1491.59185939273,1,1500,0,1501.40849634769,4,1500,0,"ARG","R"
"Tenconi T.",1490.12038684641,3,1500,0,1500,0,1488.5931545495,3,1500,0,"ITA","R"
"Almagro N.",1765.51992005845,540,1705.0513507478,174,1506.90053816739,22,1759.12580139441,344,1500,0,"ESP","R"
"Ascione A.",1499.47410164753,2,1500.76864495673,2,1500,0,1500,0,1500,0,"ITA","U"
"Petzschner P.",1553.36226280032,185,1529.70510643052,109,1553.78997192513,37,1488.55028782128,39,1500,0,"GER","R"
"Iwami T.",1475.39221666277,4,1475.92883365619,4,1500,0,1500,0,1500,0,"JPN","L"
"Iwabuchi S.",1444.14290658349,13,1443.5197143099,13,1500,0,1500,0,1500,0,"JPN","L"
"Muller G.",1586.19738799786,203,1597.44090523619,139,1474.34234607698,32,1480.47473026507,32,1500,0,"ESP","U"
"Hemmes F.",1487.34290638955,4,1502.88799626282,2,1491.38544489568,1,1489.39889188175,1,1500,0,"NED","R"
"Kucera V.",1511.46995520977,2,1509.20487464314,2,1500,0,1500,0,1500,0,"CZE","R"
"Patience O.",1422.7251970961,78,1429.28021869609,18,1498.43911872336,6,1441.27385334186,54,1500,0,"FRA","R"
"Mayer F.",1687.89084735017,388,1627.09712862687,203,1604.52413241558,40,1612.74462589037,145,1500,0,"GER","R"
"Hippensteel K.",1486.61248439395,4,1480.19847454798,4,1500,0,1500,0,1500,0,"USA","L"
"Ramirez-Hidalgo R.",1372.63138041206,183,1405.81470695466,36,1431.19563033622,8,1401.45679369188,139,1500,0,"ESP","R"
"Monaco J.",1688.20882626257,496,1634.57934344048,174,1480.79484940721,11,1676.36631034506,311,1500,0,"ITA","R"
"Baker B.",1521.16734004764,48,1451.34188915216,34,1523.3774816934,6,1541.63706895578,8,1500,0,"USA","R"
"Cakl T.",1458.14571688534,9,1454.87282518508,7,1500,0,1499.49969769426,2,1500,0,"CZE","R"
"Hernych J.",1565.71027120763,171,1506.87369831593,95,1523.44056965564,36,1454.41431290083,40,1500,0,"CZE","R"
"Rocha D.",1498.38559058917,3,1500,0,1500,0,1497.22969054803,3,1500,0,"ARG","U"
"Robert S.",1493.90448483059,58,1512.16593730133,30,1481.94602672395,6,1449.87891044451,22,1500,0,"NZL","U"
"Devilder N.",1450.94917185891,68,1444.75075276984,19,1484.21355866847,6,1469.3795606943,43,1500,0,"FRA","L"
"Chela J.",1521.72493888905,5,1500,0,1500,0,1516.70184963403,5,1500,0,"ARG","R"
"Pashanski B.",1446.95878621375,70,1492.17056779759,16,1473.09784691148,3,1445.72788857168,51,1500,0,"SRB","R"
"Ventura S.",1432.54215259565,97,1419.6391334994,12,1434.21572178369,7,1493.81382606349,78,1500,0,"ESP","R"
"Vagnozzi S.",1492.58463620778,11,1500,0,1500,0,1492.2185922163,11,1500,0,"ITA","R"
"Guzman J.P.",1442.56884053561,21,1488.4324848192,3,1489.15415409283,1,1457.00878026039,17,1500,0,"ARG","U"
"Koellerer D.",1465.83112636916,52,1496.47420824828,18,1457.48642741548,4,1479.38611111842,30,1500,0,"AUT","R"
"Haehnel J.",1446.39550660338,23,1518.94116828268,10,1471.82458899656,3,1444.03290927746,10,1500,0,"FRA","R"
"Jeanpierre J.",1517.32695701434,5,1504.72928763054,2,1500,0,1508.09670506973,3,1500,0,"FRA","R"
"Garcia-Lopez G.",1586.77307517013,455,1521.06401241653,208,1505.82203833749,45,1621.48981697484,202,1500,0,"ESP","R"
"Starace P.",1515.319060216,321,1405.95361496962,79,1418.60252908774,12,1551.9157664971,230,1500,0,"ITA","R"
"Falla A.",1507.26084214948,226,1454.07327600158,139,1489.97497990918,35,1493.96254185004,52,1500,0,"SUD","R"
"Chiudinelli M.",1472.72463292875,105,1453.00143762115,77,1472.9026889109,9,1481.18865422611,19,1500,0,"SUI","R"
"Seppi A.",1630.06312444607,488,1587.5972385412,237,1580.7854244655,59,1639.13147152032,192,1500,0,"ITA","R"
"Marray J.",1475.87223504819,12,1491.2713550143,1,1478.58244664881,11,1500,0,1500,0,"GBR","R"
"Whitehouse W.",1490.28831990211,10,1496.44625706156,7,1494.85532712403,3,1500,0,1500,0,"RSA","L"
"Lu Y.H.",1626.42219301203,271,1591.44595680276,203,1533.77115852628,50,1449.11158088442,18,1500,0,"CHN","U"
"Ancic I.",1520.54550019507,3,1500,0,1514.64628730064,3,1500,0,1500,0,"CRO","R"
"Flanagan I.",1519.73119540501,3,1500,0,1516.17754846822,3,1500,0,1500,0,"GBR","U"
"Bracciali D.",1494.46997464277,67,1452.74478358889,30,1510.41077136024,14,1507.69336434919,23,1500,0,"ITA","R"
"Pescosolido S.",1467.33950284032,7,1494.66609282888,1,1491.60291046482,3,1474.96781417074,3,1500,0,"ITA","R"
"Hilton M.",1482.49842435044,5,1500,0,1470.76882749352,5,1500,0,1500,0,"GBR","L"
"Verdasco M.",1508.43849683739,2,1500,0,1500,0,1503.55977897424,2,1500,0,"ESP","U"
"Vassallo-Arguello M.",1432.43795348255,125,1399.11204323959,25,1473.35997428102,7,1493.45047955933,93,1500,0,"ARG","R"
"Beck A.",1454.84798396685,94,1472.00752104752,33,1513.52072770611,14,1444.66433668183,47,1500,0,"USA","U"
"Schukin Y.",1495.77161425666,31,1442.88770347403,6,1500,0,1533.98876871695,25,1500,0,"KAZ","R"
"Minar I.",1478.82284273642,94,1522.66031143923,42,1449.78556813512,13,1448.18166502324,39,1500,0,"CZE","R"
"Serra F.",1463.51892219498,275,1446.01385765816,145,1442.80498482303,26,1522.44101432541,104,1500,0,"ESP","U"
"Kubot L.",1502.47956890463,194,1436.91756367441,90,1522.52972991955,23,1509.29307249812,81,1500,0,"POL","R"
"Baghdatis M.",1586.36687560266,409,1601.83940788636,289,1549.97634081366,58,1470.911583698,62,1500,0,"CYP","U"
"Tsonga J.W.",1865.632493606,419,1810.94559255208,292,1679.46566778954,49,1749.95196985895,78,1500,0,"FRA","R"
"Lu H.",1503.82938826302,2,1503.09758906545,2,1500,0,1500,0,1500,0,"ESP","U"
"Djokovic N.",2224.93690447054,681,2162.25926142191,441,1822.60431741138,69,2004.43142568746,171,1500,0,"SRB","R"
"Boeker M.",1487.161265435,5,1488.978138251,4,1500,0,1493.87586922102,1,1500,0,"USA","R"
"Roger-Vasselin E.",1552.00012153899,184,1536.1842651208,103,1500.23187978671,31,1496.88509185956,50,1500,0,"FRA","R"
"Zhu B.Q.",1469.49584877813,5,1473.16877873106,5,1500,0,1500,0,1500,0,"KAZ","R"
"van Gemerden M.",1495.08836981745,10,1494.97901137559,3,1501.23474506872,2,1498.21350310516,5,1500,0,"NED","R"
"Wang Y.T.",1495.36593172167,40,1489.68394481686,25,1492.45230843096,12,1472.86503265326,3,1500,0,"CHN","U"
"Monfils G.",1832.65047395978,466,1807.88275821222,286,1567.45923298049,39,1718.49164117948,141,1500,0,"FRA","R"
"Ryderstedt M.",1485.61334196333,20,1499.12660550688,12,1500,0,1487.99196121693,8,1500,0,"SWE","L"
"Vico U.",1492.1803791904,6,1500.97530792413,4,1493.41259625364,1,1493.01972686785,1,1500,0,"ITA","R"
"Reynolds B.",1431.65348513256,99,1402.52849911096,74,1452.44939330023,17,1492.63246670971,8,1500,0,"USA","R"
"Healey N.",1477.2319397636,18,1472.02214135703,15,1499.79228858098,2,1493.00477364462,1,1500,0,"AUS","R"
"Widom T.",1519.97598413654,10,1514.47064483952,10,1500,0,1500,0,1500,0,"USA","R"
"Sun P.",1467.47359714158,5,1468.53395308742,5,1500,0,1500,0,1500,0,"CHN","U"
"Gabashvili T.",1527.40037202087,212,1486.76514259047,117,1457.6291188202,17,1496.17929824548,78,1500,0,"RUS","R"
"Simon G.",1730.41359742198,522,1718.19307835594,303,1559.97804777178,44,1652.72693008959,175,1500,0,"FRA","U"
"Luczak A.",1515.8489714741,1,1500,0,1500,0,1515.69818234118,1,1500,0,"AUS","R"
"Navarro-Pastor I.",1461.81223183361,99,1429.46125777724,24,1473.63560413123,17,1475.7663083244,58,1500,0,"ESP","U"
"Fogues F.",1498.94345147203,3,1500,0,1500,0,1495.59565944723,3,1500,0,"ESP","L"
"Mertinak M.",1459.88005465848,14,1500,0,1483.83501839901,6,1472.38398943844,8,1500,0,"SVK","R"
"Vik R.",1452.48496155626,46,1473.1839355582,21,1474.25131858269,5,1496.5545939071,20,1500,0,"SVK","U"
"Dlouhy L.",1429.54956675018,57,1424.96662696513,18,1473.14624082418,7,1472.93416325625,32,1500,0,"CZE","R"
"Murray A.",2005.17521952521,575,1965.04666990291,401,1815.50725003222,83,1772.3083929289,91,1500,0,"USA","U"
"Rettenmaier T.",1505.41903676037,4,1501.3458737746,2,1501.35976428761,2,1500,0,1500,0,"USA","R"
"di Mauro A.",1418.19774484828,49,1485.33562368953,4,1488.72836755185,3,1416.85632936018,42,1500,0,"ITA","R"
"Sherwood D.",1504.00326785578,2,1500,0,1500.26763206699,2,1500,0,1500,0,"GBR","R"
"Bozoljac I.",1448.69103925544,22,1448.0133205266,8,1481.09753339564,9,1497.07569823616,5,1500,0,"SRB","R"
"Chadaj A.",1500.70199374242,2,1500,0,1500,0,1501.38264054961,2,1500,0,"POL","L"
"Jenkins S.",1454.04137133787,20,1450.85645717629,13,1500.31634695483,2,1489.87831030467,5,1500,0,"USA","R"
"Ram A.",1442.04161278018,9,1443.26074810249,8,1490.25701997637,1,1500,0,1500,0,"ESP","L"
"Capdeville P.",1419.26078680141,102,1454.2025109698,54,1450.02124789011,9,1446.02936888815,39,1500,0,"FRA","U"
"Lammer M.",1476.16712129625,19,1501.38211730368,11,1500,0,1452.71836324523,8,1500,0,"SUI","R"
"Wang Y. Jr",1499.52588017224,2,1498.88168734781,2,1500,0,1500,0,1500,0,"CHN","U"
"Matsui T.",1511.14888894462,4,1507.56163313933,4,1500,0,1500,0,1500,0,"JPN","R"
"Gremelmayr D.",1464.25945639491,83,1444.63409688164,45,1448.6434806976,10,1519.52737171247,28,1500,0,"GER","L"
"Aldi F.",1456.07069386942,8,1500,0,1500,0,1458.05121199049,8,1500,0,"BOL","U"
"Karanusic R.",1404.02050571048,42,1397.58388564047,23,1486.03641054435,10,1457.08460900889,9,1500,0,"CRO","R"
"Eitzinger R.",1494.34759520044,9,1493.48507603092,3,1500,0,1492.94056285115,6,1500,0,"AUT","R"
"Berrer M.",1496.89575336633,194,1485.94273152723,133,1452.79528257518,20,1465.08962269542,41,1500,0,"GER","L"
"Bopanna R.",1449.73360658405,21,1436.84981283023,13,1487.32108179856,8,1500,0,1500,0,"IND","R"
"Faurel J.C.",1473.88022840953,9,1489.44722371761,6,1488.96011454366,1,1480.28928997521,2,1500,0,"FRA","R"
"Greul S.",1517.75192075328,112,1477.80876836501,51,1477.1831902052,9,1488.01649233518,52,1500,0,"GER","R"
