"playername","id","Ratings","games","games_won","Hard_Ratings","Hard_games","Hard_games_won","Grass_Ratings","Grass_games","Grass_games_won","Clay_Ratings","Clay_games","Clay_games_won","Carpet_Ratings","Carpet_games","Carpet_games_won","NotHard_Ratings","NotHard_games","NotHard_games_won","Bo3_Ratings","Bo3_games","Bo3_games_won","Bo5_Ratings","Bo5_games","Bo5_games_won"
"brasington j",139,1449.40760494703,10,2,1460.39706552697,6,1,1486.37537632024,1,0,1488.34235408493,3,1,1500,0,0,1473.11665095611,4,1,1484.43243488179,2,0,1450.94509520442,8,2
"breen m",140,1485.99593942127,1,0,1486.13270745657,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.6181929939,1,0
"britton d",141,1483.58140341997,3,0,1479.09465480802,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1483.29806536947,2,0,1499.13209787785,1,0
"brizzi a",142,1486.11879694404,1,0,1500,0,0,1500,0,0,1486.67230809597,1,0,1500,0,0,1486.37352218868,1,0,1485.8823942908,1,0,1500,0,0
"broady l",143,1487.92409081804,5,1,1500,0,0,1470.89615311609,5,1,1500,0,0,1500,0,0,1477.57917449113,5,1,1477.49642135625,2,0,1497.92048336426,3,1
"brown d",144,1661.89130525799,121,50,1529.71651784303,49,18,1531.58212387758,32,14,1544.18187628588,40,18,1500,0,0,1603.30641522472,72,32,1640.26284841414,99,43,1478.59930060324,22,7
"browne f",145,1459.01384486071,28,11,1478.46802632978,6,2,1500,0,0,1466.0980446879,22,9,1500,0,0,1463.0050759366,22,9,1451.69356293513,24,9,1499.47437379476,4,2
"bruguera s",146,1463.74678874956,72,33,1455.2076455944,10,3,1486.61928929314,1,0,1509.28162133269,59,29,1499.53712018102,2,1,1492.39585807505,62,30,1492.4846861735,66,32,1451.45508586139,6,1
"brugues davi a",147,1490.75093904847,4,1,1501.57101661771,3,1,1500,0,0,1487.22233788646,1,0,1500,0,0,1487.28092448916,1,0,1495.89930602931,3,1,1492.04565143265,1,0
"bryan b",148,1446.81900463673,40,13,1444.99453400254,21,5,1518.89567005005,14,8,1459.81541201295,4,0,1487.06668960131,1,0,1471.75353972473,19,8,1444.6296899085,36,12,1480.75290851847,4,1
"bryan m",149,1484.18779821905,13,5,1500.27600725658,9,4,1479.3019433043,4,1,1500,0,0,1500,0,0,1476.0034198309,4,1,1489.04514026303,12,5,1494.29229946826,1,0
"brzezicki j p",150,1452.26242811351,23,7,1465.28666782403,3,0,1500,0,0,1481.0181664817,20,7,1500,0,0,1477.2550043748,20,7,1456.5490697897,17,5,1482.82819874994,6,2
"bubka s",151,1494.86033468357,17,5,1495.47004508161,13,4,1487.71734862895,3,1,1491.7446529405,1,0,1500,0,0,1481.19201981717,4,1,1486.07407977971,15,4,1508.16272034105,2,1
"bublik a",152,1513.1424577652,4,2,1508.23535157072,4,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1511.75153580543,4,2,1500,0,0
"buchanan c",153,1487.4952611298,2,0,1486.88655883979,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.32229343099,1,0,1492.66377033131,1,0
"burgsmuller l",154,1391.23654048778,178,63,1423.33715452388,101,39,1448.73670883106,23,8,1406.09474913506,47,14,1462.70599062227,7,2,1381.19124482046,77,24,1375.92610337302,146,52,1445.72007409043,32,11
"burniol g",155,1477.25849673541,2,0,1500,0,0,1500,0,0,1476.55787394661,2,0,1500,0,0,1479.58372515806,2,0,1476.22862545822,2,0,1500,0,0
"burquier g",156,1492.32114124844,1,0,1485.74565714357,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1492.07202540647,1,0,1500,0,0
"burrieza o",157,1469.56038552406,5,1,1500,0,0,1487.05047029068,3,1,1476.53957173515,2,0,1500,0,0,1465.40073197485,5,1,1467.78023470985,5,1,1500,0,0
"cabal j s",158,1476.42945607259,2,0,1500,0,0,1500,0,0,1474.8659147822,2,0,1500,0,0,1474.98997022154,2,0,1476.79958041422,2,0,1500,0,0
"cabello f",159,1485.74913767491,1,0,1500,0,0,1500,0,0,1486.99643150406,1,0,1500,0,0,1486.70056587855,1,0,1486.10353637997,1,0,1500,0,0
"cachin p",160,1489.86760522144,1,0,1500,0,0,1500,0,0,1488.46097139221,1,0,1500,0,0,1491.04015769981,1,0,1490.29653092322,1,0,1500,0,0
"cacic n",161,1507.21372508657,2,1,1500,0,0,1500,0,0,1503.69407153471,2,1,1500,0,0,1503.91294795328,2,1,1504.78702058291,2,1,1500,0,0
"cadart r",162,1472.67048096379,7,2,1505.89297033439,4,2,1485.57420210951,1,0,1486.79775724438,1,0,1488.60154059005,1,0,1464.40740462458,3,0,1481.56774584005,6,2,1487.5,1,0
"cakl t",163,1457.48892978802,12,3,1446.1281715999,7,1,1500,0,0,1499.36238555012,2,1,1494.90590313409,3,1,1499.59695475068,5,2,1456.4174337531,12,3,1500,0,0
"calatrava a",164,1402.35130464848,133,54,1429.28065110601,50,20,1465.82269961168,5,1,1433.22121252491,77,33,1487.5,1,0,1424.28724305141,83,34,1393.13350463504,115,47,1472.28165901387,18,7
"caldwell d",165,1486.98631595699,1,0,1487.5,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.00184355276,1,0,1500,0,0
"calleri a",166,1517.13769213733,373,195,1519.03830048331,136,61,1447.71503671198,14,4,1572.90154056387,209,124,1475.97961200069,14,6,1530.69771300511,237,134,1540.11685282718,322,177,1422.56471482073,51,18
"canas g",167,1542.20410578131,362,218,1623.98298195581,145,89,1574.69910856626,35,22,1615.78152685992,165,100,1467.17819991497,17,7,1563.27541379714,217,129,1554.85954646035,294,181,1557.8913292324,68,37
"capalik k",168,1469.98085926993,8,3,1483.93001241513,3,1,1501.07455327042,4,2,1487.94452789918,1,0,1500,0,0,1489.75503686931,5,2,1470.26260701884,8,3,1500,0,0
"capdeville p",169,1417.17777976135,102,35,1452.35363520961,54,20,1440.05499486304,9,2,1443.31003895422,39,13,1500,0,0,1406.15632656571,48,15,1418.2250649252,84,28,1472.7031247563,18,7
"caratti c",170,1407.57188830634,13,2,1435.8164807927,7,1,1464.82035319984,5,1,1500,0,0,1487.5,1,0,1449.47429398356,6,1,1427.53022867705,11,2,1472.63454825927,2,0
"carballes baena r",171,1499.15636518769,25,10,1489.67205364755,1,0,1500,0,0,1496.27953656865,24,10,1500,0,0,1493.73580832438,24,10,1504.78790105942,24,10,1487.5,1,0
"carlsen k",172,1511.89047431967,189,82,1522.47992401335,126,58,1479.31279681028,32,15,1396.29684133468,18,3,1499.41107762359,13,6,1451.75276906364,63,24,1521.64142473153,165,77,1393.31365603883,24,5
"carlson a",173,1486.34967746328,1,0,1486.93469325497,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.55374222626,1,0,1500,0,0
"carraz g",174,1471.07756786744,82,34,1489.58667076359,52,22,1484.2992341443,15,6,1469.35403981339,4,1,1489.81105677716,11,5,1469.81471341894,30,12,1461.02599412697,70,29,1494.02795789889,12,5
"carreno busta p",175,1762.32664971481,158,74,1665.8408329412,67,32,1458.8829457883,5,0,1642.55790594457,86,42,1500,0,0,1625.31100489997,91,42,1740.0931844033,138,67,1508.52083430602,20,7
"carretero r",176,1497.30138755993,4,2,1500,0,0,1500,0,0,1498.74333997102,4,2,1500,0,0,1497.75224221373,4,2,1499.38794282761,4,2,1500,0,0
"caruso s",177,1497.14587503399,1,0,1500,0,0,1500,0,0,1491.77930866394,1,0,1500,0,0,1493.63461829319,1,0,1495.90164316143,1,0,1500,0,0
"cecchinato m",178,1424.1267356594,20,2,1461.93153509073,4,0,1500,0,0,1427.62568146197,16,2,1500,0,0,1432.73115942982,16,2,1430.66680590286,17,2,1473.733082021,3,0
"cermak f",179,1471.75540793662,24,9,1462.82850354008,3,0,1502.57793004165,2,1,1506.30895637807,19,8,1500,0,0,1503.0755724779,21,9,1468.61493734178,24,9,1500,0,0
"cervantes i",180,1489.61709817102,48,17,1487.80065228827,13,4,1484.4407486273,4,1,1478.06976361123,31,12,1500,0,0,1467.60260146954,35,13,1488.68868694193,42,16,1473.69712996275,6,1
"cervenak p",181,1531.96320327695,9,5,1500,0,0,1500,0,0,1529.28210986338,8,5,1486.3757060023,1,0,1527.06263318865,9,5,1530.21656284278,9,5,1500,0,0
"chadaj a",182,1500.93478123702,2,1,1500,0,0,1500,0,0,1501.66478449604,2,1,1500,0,0,1500.63567124948,2,1,1500.22502032015,2,1,1500,0,0
"chaen t",183,1485.2889579935,1,0,1484.6606896218,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.64795054967,1,0,1500,0,0
"chaki r",184,1481.41618718513,2,0,1500,0,0,1500,0,0,1481.02895711274,2,0,1500,0,0,1480.35773716688,2,0,1481.01455342456,2,0,1500,0,0
"chang m",185,1459.44970082666,141,67,1457.61005212806,95,45,1512.33475586707,17,9,1477.66533648252,25,11,1501.63271005524,4,2,1475.92803241158,46,22,1474.86926093029,119,59,1445.46820109706,22,8
"chardy j",186,1598.06899681684,409,201,1576.12557755511,216,103,1523.68140543963,37,17,1612.06631851836,150,78,1503.70036094567,6,3,1606.01255577318,193,98,1551.64418752436,330,156,1661.49972413602,79,45
"charpentier m",187,1442.24823604494,8,1,1500,0,0,1500,0,0,1448.25755164347,7,1,1492.05262887145,1,0,1440.5522189802,8,1,1437.11988729711,6,0,1499.79140148266,2,1
"chekov p",188,1485.21341624685,1,0,1500,0,0,1500,0,0,1500,0,0,1486.90233865194,1,0,1485.71550959742,1,0,1484.79224229666,1,0,1500,0,0
"chela j",189,1518.12850918533,570,305,1496.11533013479,233,119,1431.28181286316,15,4,1586.32000369773,310,180,1426.46120758742,12,2,1565.66707321474,337,186,1514.61990388977,481,259,1540.6522899707,89,46
"chen t",190,1474.70295923118,3,0,1474.26252835056,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1474.0923737001,3,0,1500,0,0
"cherkasov a",191,1474.53687597421,4,1,1486.635633964,3,1,1500,0,0,1500,0,0,1487.5,1,0,1487.95675287176,1,0,1474.52072766726,4,1,1500,0,0
"childs l",192,1443.6739765332,10,2,1498.83729298357,2,1,1436.37903409395,8,1,1500,0,0,1500,0,0,1441.64260873032,8,1,1465.33837151768,5,1,1467.65715175417,5,1
"chiudinelli m",193,1489.38434054786,125,44,1466.76458607278,85,30,1490.10107184514,14,6,1467.3914930431,21,7,1463.60395912992,5,1,1467.13353744938,40,14,1476.85303715951,108,36,1507.69337702725,17,8
"choinski j",194,1490.39963011046,1,0,1500,0,0,1488.05569199045,1,0,1500,0,0,1500,0,0,1488.04351405733,1,0,1489.93431300905,1,0,1500,0,0
"chung h",195,1524.73804299232,38,15,1521.69843560881,25,10,1486.82423534489,3,1,1492.03593753793,10,4,1500,0,0,1485.45404798775,13,5,1525.23160584459,33,14,1483.54027796617,5,1
"chvojka e",196,1482.38511512771,2,0,1493.47779905825,1,0,1500,0,0,1489.64686857601,1,0,1500,0,0,1488.93772248168,1,0,1481.99504440629,2,0,1500,0,0
"cilic m",197,1929.9753582129,562,364,1871.69848402308,336,224,1734.94365506341,67,46,1711.03372878645,138,81,1573.4311018843,21,13,1784.76085153287,226,140,1890.37486969609,445,281,1821.71303033923,117,83
"ciorcila p",198,1489.60016642327,1,0,1500,0,0,1500,0,0,1485.71516028876,1,0,1500,0,0,1487.05810835366,1,0,1489.38219195132,1,0,1500,0,0
"cipolla f",199,1454.80629984453,101,35,1468.84440570061,55,21,1438.07766160483,8,1,1451.49237115874,38,13,1500,0,0,1433.30514407944,46,14,1457.31251249395,82,28,1479.13934084219,19,7
"clavet f",200,1454.4992269841,147,64,1509.77858217825,77,36,1490.68542363715,7,3,1412.82267527403,60,25,1464.39961716011,3,0,1385.15793945063,70,28,1468.72443449101,127,57,1442.31518911548,20,7
"clayton a",201,1485.79069470597,1,0,1486.21571071788,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.42051199505,1,0,1500,0,0
"clemens t",202,1505.32543305944,4,2,1512.39777835894,3,2,1500,0,0,1500,0,0,1487.5,1,0,1487.57070485325,1,0,1503.90617298095,4,2,1500,0,0
"clement a",203,1538.38869169349,506,253,1516.37426658857,290,148,1526.40418540312,80,44,1472.25844726604,80,31,1496.35080477428,56,30,1499.98932498233,216,105,1528.07035765851,407,199,1505.9144464379,99,54
"clezar g",204,1415.89092661262,9,0,1486.21910873223,1,0,1500,0,0,1429.48296137362,8,0,1500,0,0,1428.11019104493,8,0,1426.6066658396,8,0,1487.77827013606,1,0
"cobolli s",205,1489.34046019941,1,0,1500,0,0,1500,0,0,1490.29772565237,1,0,1500,0,0,1489.66751285206,1,0,1488.90921511698,1,0,1500,0,0
"coetzee j",206,1489.33307729721,1,0,1500,0,0,1487.1085889547,1,0,1500,0,0,1500,0,0,1487.04220520731,1,0,1489.29573250361,1,0,1500,0,0
"condor f",207,1486.58301530573,1,0,1500,0,0,1500,0,0,1483.05831276783,1,0,1500,0,0,1483.55029555563,1,0,1487.04973709627,1,0,1500,0,0
"cook l",208,1486.94561232886,1,0,1486.40298083299,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.6735920857,1,0,1500,0,0
"copil m",209,1558.10795409958,45,18,1554.93970175112,22,10,1485.19834747772,7,3,1466.23611255371,16,5,1500,0,0,1472.570075466,23,8,1542.74320271054,42,17,1492.69225995043,3,1
"coppejans k",210,1466.28424839657,4,0,1500,0,0,1492.25702615948,1,0,1471.44706557723,3,0,1500,0,0,1468.49818201322,4,0,1476.37782323313,3,0,1484.68364948968,1,0
"coria g",211,1528.72765137086,321,210,1637.97822813703,114,66,1540.19991179466,16,9,1601.48480248056,182,129,1529.97756622091,9,6,1565.995658636,207,144,1537.58933625475,253,166,1641.997518792,68,44
"coric b",212,1684.015590496,103,50,1633.48952703056,61,29,1481.37939244653,7,2,1584.28794504103,35,19,1500,0,0,1572.65105526543,42,21,1681.91255802894,88,44,1501.96277308615,15,6
"corretja a",213,1479.70605595121,239,138,1545.25685500758,108,60,1477.5646806819,2,0,1503.80286748715,118,75,1450.42773821202,11,3,1468.06815467702,131,78,1472.13354198022,194,108,1585.99366457808,45,30
"corrie e",214,1489.2051800518,1,0,1500,0,0,1487.35493119623,1,0,1500,0,0,1500,0,0,1487.04687308476,1,0,1489.1713361413,1,0,1500,0,0
"cortes j",215,1489.34412804458,1,0,1500,0,0,1500,0,0,1490.03380633673,1,0,1500,0,0,1490.03380633673,1,0,1489.63728893529,1,0,1500,0,0
"costa a",216,1551.53133594995,271,144,1512.31982323107,104,47,1486.59033155939,1,0,1575.19236976927,151,91,1469.97517875716,15,6,1560.92024856162,167,97,1555.95814423646,221,113,1580.95103139468,50,31
"costa f",217,1453.53584227852,4,0,1475.37197096268,2,0,1500,0,0,1475.46916770222,2,0,1500,0,0,1475.42214282843,2,0,1452.57695527316,4,0,1500,0,0
"courier j",218,1490.9139660001,9,4,1491.2979876858,9,4,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1500.52340321859,8,4,1487.5,1,0
"coutelot n",219,1486.12832434181,32,13,1483.86789020398,2,0,1475.26401998934,2,0,1505.61027588943,28,13,1500,0,0,1485.47767647971,30,13,1454.6167096228,22,8,1517.06076682798,10,5
"couto e",220,1486.06892898363,1,0,1500,0,0,1500,0,0,1486.51568839184,1,0,1500,0,0,1486.17067064664,1,0,1485.20183367438,1,0,1500,0,0
"cowan b",221,1448.74881733714,16,5,1463.89063229949,7,2,1472.08201007153,9,3,1500,0,0,1500,0,0,1473.40296682425,9,3,1455.39926159019,10,3,1483.14568102515,6,2
"cox d",222,1448.85579101757,5,0,1500,0,0,1442.41302651209,5,0,1500,0,0,1500,0,0,1445.67317670391,5,0,1458.83673688755,3,0,1479.97357001675,2,0
"crabb j",223,1444.7567885197,8,1,1441.77377633437,8,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1446.74000092609,5,0,1490.66538605965,3,1
"craca m",224,1486.07384054679,1,0,1500,0,0,1500,0,0,1485.80432561013,1,0,1500,0,0,1485.65177793257,1,0,1486.51613081183,1,0,1500,0,0
"crivoi v",225,1419.5599169314,41,12,1460.06853794152,9,2,1482.25399995697,3,1,1435.28210685715,29,9,1500,0,0,1427.47166171293,32,10,1422.52748471141,35,10,1483.38754214146,6,2
"cruciat a",226,1487.71432543542,3,1,1500,0,0,1500,0,0,1489.50830006964,3,1,1500,0,0,1487.54859727175,3,1,1489.15101893768,3,1,1500,0,0
"crugnola m",227,1485.15802856372,3,0,1486.32853277575,2,0,1500,0,0,1494.52117294724,1,0,1500,0,0,1494.44494026976,1,0,1487.8072106644,2,0,1495.12139819356,1,0
"cuadrado c",228,1510.39151224759,8,4,1500,0,0,1500,0,0,1510.44123968726,8,4,1500,0,0,1509.99029185727,8,4,1511.7746707077,8,4,1500,0,0
"cuevas p",229,1674.43446129095,264,136,1523.88466764058,93,38,1505.02510071096,13,6,1751.42583158586,158,92,1500,0,0,1727.78384551517,171,98,1680.70924791729,229,124,1473.11251251163,35,12
"dabrowski b",230,1490.71600878006,2,0,1500,0,0,1500,0,0,1487.99055099609,2,0,1500,0,0,1489.42195671798,2,0,1487.80930182474,2,0,1500,0,0
"dabul b",231,1462.29563206397,42,15,1483.11735881445,15,5,1491.39675183528,7,3,1458.52820676978,20,7,1500,0,0,1459.99624137908,27,10,1481.53691588504,34,14,1447.22216728142,8,1
"dailey z",232,1490.10799272225,1,0,1489.30425136611,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.78307155565,1,0,1500,0,0
"damm m",233,1420.05525809393,42,16,1440.34077611796,21,7,1497.39008376095,12,6,1481.33585300854,8,3,1487.5,1,0,1465.44843137731,21,9,1449.15940032505,32,14,1439.11639624196,10,2
"dancevic f",234,1482.22902443462,139,52,1431.22366553438,89,31,1506.03588900318,42,20,1453.47084789714,4,0,1481.07000050483,4,1,1487.62183908201,50,21,1510.28428697146,115,47,1407.61126786453,24,5
"daniel m",235,1381.03909580499,83,20,1352.3625168052,22,1,1453.84646373295,7,1,1461.9434173569,54,18,1500,0,0,1443.04980128517,61,19,1411.07796571941,66,19,1382.41201362029,17,1
"daniel t",236,1463.66073925342,33,9,1458.58889681689,11,2,1486.69084829833,1,0,1482.16894134269,21,7,1500,0,0,1478.76308653511,22,7,1458.87445700109,27,8,1475.80533645517,6,1
"darcis s",237,1580.74329018482,162,72,1556.29845358094,84,38,1530.69600866212,21,10,1500.65606014437,54,22,1518.6279291886,3,2,1539.1940547757,78,34,1576.23829657618,126,60,1486.93785157563,36,12
"dasnieres de veigy j",238,1474.28412685076,6,1,1484.00337541115,2,0,1500,0,0,1485.37303535991,4,1,1500,0,0,1484.91262488449,4,1,1488.65015992021,4,1,1487.21715022213,2,0
"davletshin v",239,1478.18340870764,2,0,1488.19510765089,1,0,1500,0,0,1500,0,0,1488.42539631295,1,0,1491.64166376532,1,0,1477.88253698275,2,0,1500,0,0
"davydenko n",240,1596.25038759704,783,467,1653.27093986806,408,240,1451.38987490678,28,9,1551.23273993055,291,180,1680.93157452746,56,38,1543.09105254397,375,227,1598.45536000125,650,384,1623.10630038578,133,83
"davydenko p",241,1495.90166554674,3,1,1489.65837919634,1,0,1500,0,0,1505.12054887339,2,1,1500,0,0,1505.2578314706,2,1,1495.32773622563,3,1,1500,0,0
"de bakker t",242,1520.8464861305,131,53,1493.66092581689,69,26,1475.59428934637,16,6,1531.28143036008,46,21,1500,0,0,1516.82802312795,62,27,1531.46279292552,112,47,1471.39222817846,19,6
"de chaunac s",243,1482.58889554156,32,10,1485.68659585895,26,9,1500,0,0,1481.85766885121,4,1,1475.0228340532,2,0,1465.3247924798,6,1,1471.9539238184,26,8,1487.84386185238,6,2
"de greef a",244,1501.96425689052,2,1,1500,0,0,1500,0,0,1498.64636716597,2,1,1500,0,0,1497.81736404628,2,1,1502.34331798268,2,1,1500,0,0
"de heart r",245,1504.1175057326,3,1,1503.18832898003,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.83879915179,1,0,1511.0712602212,2,1
"de loore j",246,1489.0245316127,1,0,1488.63827139117,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.20782422693,1,0,1500,0,0
"de paula f",247,1486.99773841893,1,0,1500,0,0,1500,0,0,1487.05047029068,1,0,1500,0,0,1486.82611840459,1,0,1486.37846681242,1,0,1500,0,0
"de schepper k",248,1406.79964163875,76,21,1426.71442815949,32,8,1482.91778044212,20,8,1404.2850212339,24,5,1500,0,0,1415.8463953332,44,13,1400.14725551225,57,15,1463.07566985519,19,6
"de voest r",249,1436.09748758985,57,19,1432.48609869528,44,15,1458.29782311404,11,3,1500,0,0,1496.04138544004,2,1,1466.07910017304,13,4,1454.8091390099,48,17,1457.8723839311,9,2
"decoud s",250,1522.13237600163,8,4,1500,0,0,1488.74914431181,1,0,1537.83241776943,7,4,1500,0,0,1519.41707331498,8,4,1514.78902023273,6,3,1498.97350479189,2,1
"deen heshaam a",251,1488.12242762582,1,0,1487.79336345261,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1488.22991132929,1,0,1500,0,0
"deheart r",252,1486.25133843902,2,0,1485.48718666003,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.93994535147,2,0,1500,0,0
"del bonis f",253,1529.15214524268,13,6,1486.0426648359,1,0,1500,0,0,1540.68308643601,12,6,1500,0,0,1537.6322175733,12,6,1530.29185021932,13,6,1500,0,0
"del potro j",254,1927.7701681683,452,318,1905.97877878329,315,224,1664.66895536268,43,29,1803.08050463254,81,57,1553.61265929193,13,8,1836.18664698507,137,94,1899.99399004203,355,249,1810.6179595876,97,69
"delbonis f",255,1594.70189921895,156,74,1476.74133730766,53,17,1446.52341112259,5,0,1656.80167618121,98,57,1500,0,0,1640.55279347502,103,57,1598.92074981129,138,69,1453.7948352025,18,5
"delfino m",256,1487.69102519447,1,0,1500,0,0,1500,0,0,1487.00792035089,1,0,1500,0,0,1487.2733181296,1,0,1500,0,0,1486.78681543266,1,0
"delgado j",257,1398.77108099453,37,10,1429.82407945145,15,4,1428.94726959239,21,6,1490.72763614124,1,0,1500,0,0,1438.41954111688,22,6,1410.20951000573,26,8,1452.2577008074,11,2
"delgado r",258,1472.79025337168,83,32,1471.16967191692,61,24,1460.00243214168,6,1,1492.11279659467,16,7,1500,0,0,1456.94480944354,22,8,1469.86305276926,68,26,1482.32736444972,15,6
"delic a",259,1491.02312769625,76,25,1506.61777893038,60,22,1472.15695766928,8,2,1459.18892177582,7,1,1487.5,1,0,1424.90262425087,16,3,1449.77004756462,59,18,1508.33842356865,17,7
"delic m",260,1461.66447012616,10,2,1486.6860511708,2,0,1500,0,0,1465.73536646732,8,2,1500,0,0,1465.93338147818,8,2,1460.57819788459,10,2,1500,0,0
"dell acqua m",261,1477.30588043999,6,1,1478.66534522428,2,0,1500.21692299988,2,1,1484.74131694378,2,0,1500,0,0,1494.63249205079,4,1,1476.7580646358,6,1,1500,0,0
"demoliner m",262,1499.70488424746,2,1,1500,0,0,1500,0,0,1496.89963910919,2,1,1500,0,0,1496.61963367618,2,1,1499.8617207,2,1,1500,0,0
"dent t",263,1584.74750441501,280,146,1584.0270849725,203,107,1540.08154773084,51,29,1446.28669053874,16,4,1525.90910781207,10,6,1521.87295631966,77,39,1551.94069968844,228,119,1568.57090840718,52,27
"derepasko a",264,1493.65899555393,1,0,1500,0,0,1489.01494813735,1,0,1500,0,0,1500,0,0,1490.474868292,1,0,1500,0,0,1490.89034266623,1,0
"desein n",265,1469.27636568349,3,0,1489.41509209682,1,0,1486.24043957171,1,0,1488.69909669181,1,0,1500,0,0,1473.98424625361,2,0,1477.88181914055,2,0,1488.05404675266,1,0
"dev varman s",266,1464.02230714547,3,0,1466.21129750764,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1464.88039264431,3,0,1500,0,0
"devilder n",267,1445.24576819149,70,23,1438.74703307743,19,5,1481.99301717544,6,2,1469.60910373558,43,16,1474.42434484762,2,0,1450.32918193086,51,18,1400.70602889047,54,17,1487.48761558518,16,6
"devvarman s",268,1478.06214300537,114,48,1515.47277752708,85,39,1464.67620652071,10,3,1464.20326413197,19,6,1500,0,0,1440.08961666972,29,9,1501.3047121746,95,43,1443.14189595772,19,5
"dewulf f",269,1476.79914190001,4,1,1489.22849795456,3,1,1500,0,0,1487.13077879029,1,0,1500,0,0,1487.13077879029,1,0,1476.44728737695,4,1,1500,0,0
"di mauro a",270,1428.63076539624,51,15,1483.54962593611,4,1,1486.11059814343,3,1,1423.69429274336,44,13,1500,0,0,1418.82857233102,47,14,1437.2626194075,43,13,1458.88846710388,8,2
"di pasquale a",271,1409.73516853002,90,29,1407.26746593737,31,8,1500,2,1,1428.17575108691,55,20,1474.56664341302,2,0,1420.87014739202,59,21,1402.09885279346,75,24,1465.55489261969,15,5
"diaz j",272,1368.40937943264,43,10,1392.62715903344,18,3,1487.93810396903,1,0,1433.36421155344,24,7,1500,0,0,1422.17679796963,25,7,1390.20748025168,33,8,1439.09589615944,10,2
"diez s",273,1473.75236048321,5,1,1494.0283064073,3,1,1500,0,0,1474.52596558334,2,0,1500,0,0,1474.66412727107,2,0,1473.59731538098,5,1,1500,0,0
"dimitrov g",274,1816.56668717319,338,199,1798.84301900635,215,125,1618.62350106006,45,27,1692.9064366489,78,47,1500,0,0,1712.90364323332,123,74,1790.26486435905,280,166,1657.99776647546,58,33
"djere l",275,1472.26262875367,3,0,1492.8694072765,1,0,1500,0,0,1477.26525935526,2,0,1500,0,0,1477.19092651046,2,0,1483.16766518555,2,0,1486.32683580747,1,0
"djokovic m",276,1453.42999510755,4,0,1478.59535153081,2,0,1500,0,0,1473.85933462747,2,0,1500,0,0,1473.23490536046,2,0,1452.73736835726,4,0,1500,0,0
"djokovic n",277,2265.59725796448,857,714,2224.10511118801,559,475,1898.61286459636,79,65,2127.41932037193,206,167,1512.57437303254,13,7,2157.94672071547,298,239,2228.76887233034,592,486,2147.0012848462,265,228
"dlouhy l",278,1443.72081155157,66,19,1416.65465827698,18,3,1468.30995685469,7,2,1474.48967642774,32,11,1472.29666828049,9,3,1445.72904005614,48,16,1432.84589921982,52,14,1471.56023316454,14,5
"do m q",279,1485.57553229764,1,0,1487.24507846375,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.21616929053,1,0,1500,0,0
"dodig i",280,1513.25826477598,240,112,1477.80685697966,154,71,1564.1661116834,30,17,1556.18941226017,53,22,1516.83576287456,3,2,1593.84060751784,86,41,1537.30791138668,201,97,1498.04020117282,39,15
"dolgopolov a",281,1477.08994752468,2,0,1500,0,0,1500,0,0,1478.68410998511,2,0,1500,0,0,1476.06310231157,2,0,1477.92451751562,2,0,1500,0,0
